strategy,id,question,expected_pages,retrieved_pages,retrieved_scores,top_score,page_hit_at_3,mrr,num_chunks,avg_chunk_tokens
sentence_15_no_overlap,A021,How can poor nutrient intake increase infection risk through the immune system?,[100],"[101, 100, 393]","[0.7997260689735413, 0.7940641045570374, 0.7483862638473511]",0.7997260689735413,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A022,How does muscle energy storage differ from liver energy storage during activity?,[92],"[137, 275, 136]","[0.7963106632232666, 0.7774139642715454, 0.7701563835144043]",0.7963106632232666,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A023,What is the Recommended Dietary Allowance for carbohydrates for children and adults?,[149],"[149, 639, 624]","[0.8052642941474915, 0.7550967335700989, 0.7534911036491394]",0.8052642941474915,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A024,How are monosaccharides and disaccharides related within simple carbohydrates?,[117],"[117, 5, 119]","[0.8262492418289185, 0.7837911248207092, 0.7684995532035828]",0.8262492418289185,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A025,Why does chemical digestion of carbohydrates stop in the stomach?,[123],"[123, 126, 128]","[0.7833375334739685, 0.7815332412719727, 0.748790979385376]",0.7833375334739685,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A026,"What is the glycemic index, and what factors can affect it?",[131],"[131, 129, 84]","[0.85780930519104, 0.702162504196167, 0.7004663944244385]",0.85780930519104,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A027,How do added sugars differ from sugars naturally found in whole foods?,[141],"[141, 726, 153]","[0.7748495936393738, 0.7650596499443054, 0.7532514929771423]",0.7748495936393738,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A028,"How are carbohydrate digestion, blood glucose, insulin, glucagon, and glycogen connected after a meal and between meals?","[126, 127]","[126, 5, 129]","[0.815876305103302, 0.7626419067382812, 0.7609272003173828]",0.815876305103302,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A029,A person wants to choose a less refined bread and reduce added sugars. What label-based strategy should they use?,[151],"[151, 143, 203]","[0.6862016916275024, 0.6859588623046875, 0.6683104038238525]",0.6862016916275024,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A030,"Using a 2,000 kilocalorie diet and the 45–65% AMDR for carbohydrates, how many grams of carbohydrate should a person consume per day?",[149],"[149, 639, 643]","[0.8427927494049072, 0.7975713610649109, 0.7787036299705505]",0.8427927494049072,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A031,How many kilocalories does one gram of fat or oil provide?,[173],"[264, 173, 265]","[0.7884681224822998, 0.7438459396362305, 0.7363229393959045]",0.7884681224822998,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A032,What percentage of total calories should fat provide for adults according to the AMDR?,"[657, 197, 643, 639]","[657, 643, 639]","[0.8328590989112854, 0.8051474094390869, 0.7998587489128113]",0.8328590989112854,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A033,What is a triglyceride?,[176],"[176, 166, 167]","[0.7532268166542053, 0.7480019927024841, 0.7337964773178101]",0.7532268166542053,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A034,How do dietary fats increase the bioavailability of certain micronutrients?,[170],"[170, 463, 387]","[0.8200340867042542, 0.8073340654373169, 0.7770478129386902]",0.8200340867042542,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A035,How do omega-6 and omega-3 fatty acids differ in their eicosanoid effects?,[182],"[200, 199, 174]","[0.8048784732818604, 0.7757247686386108, 0.7648109793663025]",0.8048784732818604,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A036,How are LDL and HDL different in relation to blood cholesterol risk?,"[193, 194]","[194, 205, 193]","[0.7646645903587341, 0.7501095533370972, 0.7498737573623657]",0.7646645903587341,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A037,List four dietary suggestions that can help improve a lipid profile.,[196],"[196, 210, 207]","[0.7887550592422485, 0.7599604725837708, 0.7507940530776978]",0.7887550592422485,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A038,How can hydrogenation of fats connect food processing to heart-health concerns?,"[202, 205]","[202, 203, 202]","[0.8309326767921448, 0.8028068542480469, 0.7536740303039551]",0.8309326767921448,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A039,"How many amino acids are essential, nonessential, and total in human protein nutrition?",[220],"[220, 221, 218]","[0.867115318775177, 0.7977819442749023, 0.7583392858505249]",0.867115318775177,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A040,What is protein?,[218],"[218, 216, 233]","[0.8612440824508667, 0.8123698234558105, 0.7804369926452637]",0.8612440824508667,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A041,How do proteins contribute to food structure and texture during cooking?,[226],"[226, 227, -13]","[0.875038206577301, 0.7733737826347351, 0.7522299289703369]",0.875038206577301,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A042,How do kwashiorkor and marasmus differ?,[243],"[243, 244, 242]","[0.8133765459060669, 0.7591589689254761, 0.6398369073867798]",0.8133765459060669,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A043,List several major functions of proteins in the body.,"[234, 235, 236, 237]","[233, 216, 218]","[0.8532677292823792, 0.822892963886261, 0.8197386264801025]",0.8532677292823792,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A044,How is nitrogen balance used to determine appropriate protein intake?,[249],"[249, 249, 256]","[0.8778173923492432, 0.7940435409545898, 0.7541377544403076]",0.8778173923492432,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A045,A person wants to improve protein choices without increasing saturated fat. What options fit that goal?,"[210, 700, 207]","[207, 700, 210]","[0.7461919188499451, 0.7425639629364014, 0.7357974052429199]",0.7461919188499451,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A046,How much protein would a healthy 70 kg adult need using 0.8 g/kg body weight?,[249],"[256, 257, 282]","[0.7572737336158752, 0.7380529642105103, 0.7133455276489258]",0.7572737336158752,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A047,"On packaged foods, what do the calories listed on the Nutrition Facts panel actually represent?",[265],"[735, 727, 731]","[0.7629079222679138, 0.7325394153594971, 0.7310195565223694]",0.7629079222679138,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A048,"When is body weight maintained, lost, or gained in relation to energy balance?",[279],"[279, 290, 278]","[0.7505717277526855, 0.7264504432678223, 0.7213817238807678]",0.7505717277526855,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A049,What is the difference between potential energy and kinetic energy?,"[264, 268, 344]","[264, 268, 345]","[0.7059586048126221, 0.6528945565223694, 0.636122465133667]",0.7059586048126221,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A050,What is an obesogenic environment?,[276],"[276, 291, 290]","[0.8052226901054382, 0.7063277959823608, 0.6737430095672607]",0.8052226901054382,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A051,How do positive and negative energy balance differ in their effects on body weight?,[279],"[818, 249, 290]","[0.7219618558883667, 0.7030603885650635, 0.7014726400375366]",0.7219618558883667,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A052,List national-level actions that can support obesity prevention or weight management.,[278],"[278, 300, 277]","[0.7333096265792847, 0.7209165096282959, 0.7077794671058655]",0.7333096265792847,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A053,"How do the hypothalamus, hunger, and satiety work together to regulate energy intake?",[285],"[285, 286, 287]","[0.8313023447990417, 0.8164370059967041, 0.7449898719787598]",0.8313023447990417,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A054,"If breakfast includes 150 calories from yogurt, 209 calories from granola, and 100 calories from orange juice, what is the total caloric intake?",[265],"[748, 265, 643]","[0.759947657585144, 0.721718966960907, 0.6934885382652283]",0.759947657585144,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A055,How is binge drinking defined for men and women?,[306],"[306, 307, 646]","[0.6852810978889465, 0.6779111623764038, 0.6748040318489075]",0.6852810978889465,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A056,Why is taking acetaminophen after drinking alcohol risky?,[312],"[312, 314, 310]","[0.7449824810028076, 0.6768965721130371, 0.6692667007446289]",0.7449824810028076,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A057,"How do beer, wine, and hard liquor differ in calorie content and nutrient contribution?",[311],"[311, 314, 153]","[0.83336341381073, 0.7741604447364807, 0.7147403359413147]",0.83336341381073,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A058,List the three most common forms of alcoholic liver disease.,[316],"[316, 316, 315]","[0.7857869863510132, 0.7470029592514038, 0.7009604573249817]",0.7857869863510132,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A059,What adequate intake values are given for total water for adult males and females?,[337],"[337, 326, 658]","[0.8282691240310669, 0.740481972694397, 0.7402883768081665]",0.8282691240310669,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A060,What is an electrolyte?,[327],"[327, 344, 344]","[0.7831599712371826, 0.7180541157722473, 0.7156651020050049]",0.7831599712371826,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A061,Why is water considered the most critical nutrient?,[331],"[331, 7, 332]","[0.7573961615562439, 0.7521296739578247, 0.7098860740661621]",0.7573961615562439,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A062,How does dehydration affect blood volume and cells?,[365],"[365, 365, 707]","[0.7608298063278198, 0.7526971101760864, 0.7404217720031738]",0.7608298063278198,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A063,How do cations and anions differ in body fluids?,[327],"[327, 328, 329]","[0.7596837282180786, 0.7218776941299438, 0.7143716216087341]",0.7596837282180786,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A064,List examples of foods with very high water content.,[338],"[338, -12, 133]","[0.7297245264053345, 0.6894944906234741, 0.6891466379165649]",0.7297245264053345,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A065,"How are potassium, aldosterone, and nerve impulses connected?",[362],"[362, 342, 345]","[0.7969272136688232, 0.7073336839675903, 0.6707977056503296]",0.7969272136688232,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A066,A person wants a beverage that helps avoid weight gain. What general label-based guidance applies?,[371],"[371, 373, 381]","[0.7411308288574219, 0.7012873888015747, 0.6966792345046997]",0.7411308288574219,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A067,What are the adult RDA and adult UL for vitamin E?,[404],"[404, 395, 409]","[0.7493813037872314, 0.702855110168457, 0.6841431856155396]",0.7493813037872314,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A068,What vitamin D supplement dose range was linked to lower fracture incidence in a review of clinical trials?,[399],"[399, 399, 471]","[0.7924052476882935, 0.7517663240432739, 0.7266383171081543]",0.7924052476882935,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A069,What is vitamin A?,[390],"[390, 390, 394]","[0.8267271518707275, 0.8254522085189819, 0.7987641096115112]",0.8267271518707275,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A070,Why can vitamin A deficiency cause night blindness?,[391],"[391, 390, 403]","[0.8658966422080994, 0.8512959480285645, 0.7318558096885681]",0.8658966422080994,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A071,How do water-soluble vitamins support energy metabolism?,[411],"[411, 443, 442]","[0.8438478112220764, 0.8001836538314819, 0.7671486735343933]",0.8438478112220764,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A072,How do fat-soluble vitamins and water-soluble vitamins differ in the roles described?,"[390, 411]","[387, 411, 388]","[0.8462554216384888, 0.7871701121330261, 0.7801246643066406]",0.8462554216384888,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A073,List health problems associated with vitamin D deficiency in children and adults.,[398],"[398, 399, 400]","[0.7927858233451843, 0.7800351977348328, 0.7743349075317383]",0.7927858233451843,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A074,How should the relationship between micronutrient deficiency and disease be interpreted for vitamin A?,[393],"[393, 392, 386]","[0.7977139353752136, 0.7578984498977661, 0.7437390089035034]",0.7977139353752136,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A075,How does vitamin C act as an antioxidant and support body tissues?,[412],"[412, 413, 386]","[0.8616632223129272, 0.7745645046234131, 0.7592306137084961]",0.8616632223129272,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A076,A person is considering very high-dose vitamin E supplements. What caution is supported?,[404],"[402, 404, 712]","[0.740667462348938, 0.7095886468887329, 0.7060251235961914]",0.740667462348938,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A077,Where is most calcium stored in the human body?,[465],"[465, 474, 466]","[0.820284366607666, 0.7264769077301025, 0.7161440849304199]",0.820284366607666,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A078,What is phosphorus present as in the body?,[477],"[477, 61, 478]","[0.8543530702590942, 0.7223623991012573, 0.7218305468559265]",0.8543530702590942,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A079,Why can low calcium intake weaken bones even when blood calcium remains controlled?,[465],"[465, 465, 467]","[0.7839590907096863, 0.765324056148529, 0.7410095930099487]",0.7839590907096863,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A080,How do calcium carbonate and calcium citrate differ as supplement choices?,[470],"[470, 471, 470]","[0.7437356114387512, 0.707377016544342, 0.675958514213562]",0.7437356114387512,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A081,"How are magnesium, vitamin D activation, parathyroid hormone, and bone density connected?",[483],"[483, 98, 465]","[0.7826087474822998, 0.7221109867095947, 0.7164255976676941]",0.7826087474822998,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A082,"How does phosphorus connect cell structure, genetic material, energy production, and bones?",[477],"[477, 94, 48]","[0.7519811391830444, 0.7029200792312622, 0.6996105313301086]",0.7519811391830444,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A083,What percentage reduction in cavities did water fluoridation prevent on average in children?,[527],"[527, 528, 529]","[0.778730571269989, 0.7426549792289734, 0.7173521518707275]",0.778730571269989,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A084,What are trace minerals?,[494],"[494, 9, -11]","[0.7889857888221741, 0.7357110977172852, 0.7170153856277466]",0.7889857888221741,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A085,How does vitamin C affect iron absorption from plant-based meals?,[498],"[498, 463, 416]","[0.8296974301338196, 0.8263616561889648, 0.7794852256774902]",0.8296974301338196,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A086,How do heme and nonheme iron differ in bioavailability and food sources?,[498],"[498, 463, 555]","[0.7654272317886353, 0.7237263917922974, 0.704227089881897]",0.7654272317886353,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A087,List signs or consequences of severe zinc deficiency.,[507],"[507, 367, 501]","[0.724390983581543, 0.7083821296691895, 0.7070852518081665]",0.724390983581543,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A088,"How can iodine deficiency affect the thyroid, metabolism, growth, and brain development?",[515],"[515, 39, 556]","[0.856399416923523, 0.7303817868232727, 0.7173458337783813]",0.856399416923523,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A089,How does selenium work with other antioxidants and thyroid-related functions?,[510],"[510, 511, 451]","[0.8382114171981812, 0.7533924579620361, 0.736473798751831]",0.8382114171981812,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A090,"How much folic acid should women of childbearing age get daily from fortified foods, supplements, or both?",[546],"[546, 436, 437]","[0.8367618322372437, 0.7898000478744507, 0.7770171761512756]",0.8367618322372437,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A091,What is colostrum?,[586],"[587, 586, 57]","[0.7626227140426636, 0.6878916025161743, 0.6515782475471497]",0.7626227140426636,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A092,Why is good nutrition important during pregnancy?,[544],"[544, 554, 555]","[0.8417909741401672, 0.8180955648422241, 0.7861698865890503]",0.8417909741401672,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A093,Why do choline needs increase during pregnancy and lactation?,[556],"[556, 583, 585]","[0.7723627090454102, 0.7312872409820557, 0.7102314829826355]",0.7723627090454102,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A094,How do recommended pregnancy weight-gain ranges differ for normal-weight and obese prepregnancy BMI categories?,[547],"[547, 548, 549]","[0.8542940020561218, 0.8413944244384766, 0.7632818222045898]",0.8542940020561218,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A095,List food-handling measures that reduce contamination risk during pregnancy or breastfeeding.,[560],"[560, 797, 559]","[0.8138102293014526, 0.7410726547241211, 0.7266227006912231]",0.8138102293014526,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A096,A pregnant person wants seafood but is concerned about methylmercury. What choices and limits are supported?,[561],"[561, 560, 556]","[0.8370553851127625, 0.7133584022521973, 0.7011993527412415]",0.8370553851127625,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A097,"Using the estimate of 40 calories per inch of height, how many calories would a 32-inch toddler need per day?",[607],"[607, 608, 606]","[0.8318214416503906, 0.7566916346549988, 0.72681725025177]",0.8318214416503906,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A098,"What ages define early, middle, and late childhood?",[622],"[622, 538, 660]","[0.8162062764167786, 0.7161612510681152, 0.7021043300628662]",0.8162062764167786,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A099,Why is a healthy diet important for school-aged children?,[623],"[627, 566, 623]","[0.7730188369750977, 0.727459728717804, 0.722243070602417]",0.7730188369750977,True,0.3333333333333333,1212,276.644595709571
sentence_15_no_overlap,A100,How do early adolescence and late adolescence differ in growth and independence?,"[638, 642, 620]","[642, 638, 620]","[0.802404522895813, 0.7284571528434753, 0.7025700211524963]",0.802404522895813,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A101,List important micronutrients for children and adolescents and why they matter.,"[625, 639]","[644, 639, 626]","[0.8344004154205322, 0.7881388068199158, 0.780205488204956]",0.8344004154205322,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A102,"How can food insecurity in childhood affect growth and development, and what programs address it?",[628],"[628, 628, 862]","[0.7580234408378601, 0.729377269744873, 0.7269891500473022]",0.7580234408378601,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A103,A teenager often skips meals and buys convenience-store snacks. What nutrition guidance fits this life stage?,"[642, 643]","[643, 642, -10]","[0.7486883997917175, 0.7144073247909546, 0.6706550717353821]",0.7486883997917175,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A104,What daily energy ranges are given for women and men ages nineteen to thirty?,[657],"[281, 657, 280]","[0.7172060608863831, 0.7012101411819458, 0.6752811670303345]",0.7172060608863831,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A105,What is middle age?,[660],"[660, 539, 663]","[0.8293829560279846, 0.7021428942680359, 0.6783779263496399]",0.8293829560279846,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A106,Why do older adults face special nutrition concerns?,[666],"[667, 669, 667]","[0.792378306388855, 0.7774010300636292, 0.7655029296875]",0.792378306388855,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A107,How do macronutrient recommendations in middle age compare with young adulthood?,[661],"[661, 660, 672]","[0.7904459238052368, 0.7704257965087891, 0.7522194385528564]",0.7904459238052368,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A108,How can aging-related stomach acid changes affect vitamin B12 status and brain health?,[668],"[668, 438, 442]","[0.7428091168403625, 0.732331395149231, 0.7209211587905884]",0.7428091168403625,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A109,An older adult has difficulty swallowing after neurological problems. What food-texture strategy is supported?,[669],"[669, 667, 668]","[0.7407748699188232, 0.7284461259841919, 0.7072082757949829]",0.7407748699188232,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A110,What protein intake range is recommended for athletes?,[700],"[700, 257, 699]","[0.8334848880767822, 0.8164564371109009, 0.7924036383628845]",0.8334848880767822,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A111,Why does aerobic training improve cardiorespiratory endurance?,[680],"[680, 681, 692]","[0.8300802707672119, 0.7019026279449463, 0.7008215188980103]",0.8300802707672119,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A112,How do anaerobic and aerobic metabolism differ during physical activity?,[691],"[692, 695, 684]","[0.8189586400985718, 0.7794222235679626, 0.7577615976333618]",0.8189586400985718,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A113,List physical and mental benefits of regular physical activity.,[687],"[687, 688, 688]","[0.8674871325492859, 0.8457156419754028, 0.804044783115387]",0.8674871325492859,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A114,How can dehydration reduce exercise performance and raise heat-illness risk?,"[706, 707]","[707, 706, 707]","[0.8359867334365845, 0.8322138786315918, 0.7803047895431519]",0.8359867334365845,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A115,An endurance athlete trains one to three hours per day at moderate to high intensity. What carbohydrate intake range is appropriate?,[699],"[697, 699, 257]","[0.7634719014167786, 0.7489206790924072, 0.7307462096214294]",0.7634719014167786,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A116,"What are the AMDR ranges for adults for protein, carbohydrates, and fat?",[724],"[657, 643, 639]","[0.8079690337181091, 0.8073169589042664, 0.8024011850357056]",0.8079690337181091,False,0.0,1212,276.644595709571
sentence_15_no_overlap,A117,"What is the updated Daily Value for sodium on a 2,000-calorie diet?",[728],"[349, 659, 728]","[0.7724120616912842, 0.7167332768440247, 0.7030646204948425]",0.7724120616912842,True,0.3333333333333333,1212,276.644595709571
sentence_15_no_overlap,A118,What are Dietary Reference Intakes?,[721],"[721, 280, 585]","[0.8252443075180054, 0.8248448371887207, 0.8168354630470276]",0.8252443075180054,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A119,"How is an RDA determined from an EAR, and what population goal does it serve?",[722],"[722, 249, 395]","[0.79638671875, 0.6414124965667725, 0.6354107856750488]",0.79638671875,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A120,How does Percent Daily Value help someone read a Nutrition Facts panel?,[727],"[727, 724, 31]","[0.7366741895675659, 0.6893664598464966, 0.6851919889450073]",0.7366741895675659,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A121,How do EAR and RDA differ?,"[722, 723]","[722, 249, 866]","[0.7436137795448303, 0.6335104703903198, 0.6195437908172607]",0.7436137795448303,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A122,List changes made to the updated Nutrition Facts label.,"[726, 727]","[726, 732, 733]","[0.7842784523963928, 0.7637325525283813, 0.7597274780273438]",0.7842784523963928,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A123,"A cracker label says 20 crackers equal one serving and the box contains 10 servings. If someone eats 40 crackers, how many servings did they eat?",[727],"[727, 735, 749]","[0.6574357748031616, 0.6497026085853577, 0.6438295841217041]",0.6574357748031616,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A124,What temperature range is called the danger zone for bacterial growth?,[767],"[767, 768, 769]","[0.718348503112793, 0.6317766904830933, 0.6137934327125549]",0.718348503112793,True,1.0,1212,276.644595709571
sentence_15_no_overlap,A125,What is a foodborne infection?,[766],"[764, 766, 771]","[0.8217338919639587, 0.8162640333175659, 0.7846907377243042]",0.8217338919639587,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A126,Why can cooked food left at room temperature for hours cause illness?,[771],"[799, 771, 773]","[0.7733333110809326, 0.7532338500022888, 0.7397406101226807]",0.7733333110809326,True,0.5,1212,276.644595709571
sentence_15_no_overlap,A127,How do food infection and food intoxication differ?,"[766, 769]","[771, 769, 766]","[0.8005269765853882, 0.7765903472900391, 0.77601557970047]",0.8005269765853882,True,0.5,1212,276.644595709571
